0.950233741	2.168522229	0.518823529	1.262662815
0.950395444	2.170536155	0.520336388	1.262080684
0.950557175	2.172519178	0.521844	1.26150193
0.950718933	2.174471507	0.523346432	1.260926503
0.950880719	2.176393341	0.524843747	1.260354356
0.951042532	2.178284876	0.526336007	1.259785441
0.951204373	2.180146298	0.527823274	1.259219712
0.951366242	2.181977791	0.529305605	1.258657125
0.951528138	2.183779531	0.530783059	1.258097635
0.951690061	2.185551687	0.532255691	1.2575412
0.951852012	2.187294426	0.533723557	1.256987778
0.952013991	2.189007906	0.535186709	1.256437328
0.952175997	2.190692282	0.536645201	1.255889809
0.952338031	2.192347704	0.538099082	1.255345184
0.952500092	2.193974316	0.539548402	1.254803413
0.952662181	2.195572258	0.54099321	1.25426446
0.952824298	2.197141663	0.542433553	1.253728287
0.952986442	2.198682664	0.543869477	1.253194859
0.953148613	2.200195384	0.545301026	1.25266414
0.953310813	2.201679947	0.546728246	1.252136097
0.95347304	2.203136468	0.548151179	1.251610696
0.953635294	2.204565062	0.549569866	1.251087903
0.953797576	2.205965836	0.55098435	1.250567687
0.953959886	2.207338896	0.552394669	1.250050016
0.954122223	2.208684342	0.553800863	1.249534858
0.954284588	2.210002273	0.55520297	1.249022185
0.954446981	2.211292782	0.556601028	1.248511965
0.954609401	2.212555959	0.557995073	1.248004169
0.954771849	2.213791889	0.559385141	1.24749877
0.954934324	2.215000657	0.560771266	1.246995739
0.955096828	2.216182341	0.562153483	1.246495049
0.955259358	2.217337018	0.563531825	1.245996672
0.955421917	2.21846476	0.564906324	1.245500582
0.955584503	2.219565637	0.566277013	1.245006753
0.955747117	2.220639716	0.567643923	1.24451516
0.955909758	2.221687059	0.569007084	1.244025777
0.956072427	2.222707728	0.570366526	1.243538581
0.956235124	2.223701779	0.571722277	1.243053546
0.956397849	2.224669267	0.573074368	1.24257065
0.956560601	2.225610243	0.574422825	1.242089868
0.956723381	2.226524756	0.575767675	1.241611179
0.956886189	2.227412851	0.577108947	1.24113456
0.957049024	2.228274572	0.578446664	1.240659988
0.957211887	2.229109958	0.579780854	1.240187442
0.957374778	2.229919048	0.581111541	1.239716901
0.957537696	2.230701876	0.582438749	1.239248344
0.957700642	2.231458475	0.583762503	1.23878175
0.957863616	2.232188874	0.585082826	1.238317099
0.958026618	2.232893101	0.58639974	1.237854371
0.958189647	2.233571179	0.587713269	1.237393547
0.958352704	2.234223132	0.589023433	1.236934607
0.958515789	2.234848979	0.590330256	1.236477533
0.958678902	2.235448737	0.591633756	1.236022306
0.958842042	2.236022422	0.592933956	1.235568907
0.95900521	2.236570045	0.594230874	1.235117319
0.959168406	2.237091616	0.595524531	1.234667523
0.95933163	2.237587144	0.596814946	1.234219504
0.959494881	2.238056634	0.598102138	1.233773242
0.959658161	2.23850009	0.599386125	1.233328722
0.959821468	2.238917511	0.600666925	1.232885927
0.959984803	2.239308897	0.601944555	1.23244484
0.960148165	2.239674243	0.603219033	1.232005445
0.960311556	2.240013545	0.604490376	1.231567727
0.960474974	2.240326794	0.605758599	1.23113167
0.96063842	2.24061398	0.60702372	1.230697258
0.960801894	2.24087509	0.608285753	1.230264477
0.960965395	2.241110109	0.609544715	1.229833311
0.961128925	2.241319021	0.61080062	1.229403745
0.961292482	2.241501807	0.612053483	1.228975766
0.961456067	2.241658446	0.613303317	1.228549358
0.96161968	2.241788914	0.614550138	1.228124509
0.961783321	2.241893186	0.615793959	1.227701203
0.96194699	2.241971234	0.617034793	1.227279428
0.962110686	2.242023029	0.618272653	1.226859169
0.962274411	2.242048538	0.619507553	1.226440414
0.962438163	2.242047729	0.620739504	1.22602315
0.962601943	2.242020564	0.621968518	1.225607362
0.962765751	2.241967006	0.623194608	1.22519304
0.962929587	2.241887015	0.624417785	1.22478017
0.963093451	2.241780547	0.62563806	1.22436874
0.963257342	2.241647558	0.626855444	1.223958737
0.963421262	2.241488003	0.628069949	1.22355015
0.963585209	2.241301831	0.629281584	1.223142966
0.963749184	2.241088992	0.63049036	1.222737175
0.963913188	2.240849433	0.631696286	1.222332764
0.964077219	2.240583098	0.632899372	1.221929721
0.964241278	2.240289931	0.634099629	1.221528037
0.964405365	2.239969872	0.635297064	1.221127699
0.96456948	2.239622859	0.636491687	1.220728697
0.964733622	2.239248828	0.637683506	1.220331019
0.964897793	2.238847713	0.63887253	1.219934656
0.965061992	2.238419447	0.640058767	1.219539596
0.965226218	2.237963958	0.641242225	1.219145829
0.965390473	2.237481174	0.642422911	1.218753345
0.965554755	2.23697102	0.643600834	1.218362133
0.965719066	2.23643342	0.644776	1.217972185
0.965883404	2.235868293	0.645948417	1.217583489
0.966047771	2.235275558	0.64711809	1.217196036
0.966212165	2.234655131	0.648285028	1.216809816
0.966376587	2.234006926	0.649449235	1.21642482
0.966541038	2.233330854	0.650610719	1.216041038
0.966705516	2.232626824	0.651769485	1.215658461
0.966870022	2.231894744	0.652925539	1.21527708
0.967034557	2.231134517	0.654078886	1.214896885
0.967199119	2.230346045	0.655229532	1.214517869
0.967363709	2.229529228	0.656377482	1.214140021
0.967528327	2.228683963	0.65752274	1.213763333
0.967692974	2.227810144	0.658665312	1.213387796
0.967857648	2.226907664	0.659805202	1.213013403
0.96802235	2.225976412	0.660942413	1.212640143
0.968187081	2.225016274	0.662076951	1.21226801
0.968351839	2.224027136	0.663208819	1.211896994
0.968516626	2.223008878	0.664338021	1.211527088
0.96868144	2.221961381	0.66546456	1.211158283
0.968846283	2.22088452	0.66658844	1.210790571
0.969011153	2.219778169	0.667709664	1.210423945
0.969176052	2.218642198	0.668828234	1.210058397
0.969340979	2.217476476	0.669944154	1.209693918
0.969505933	2.216280869	0.671057426	1.209330502
0.969670916	2.215055238	0.672168052	1.20896814
0.969835927	2.213799443	0.673276034	1.208606826
0.970000966	2.212513341	0.674381375	1.208246551
0.970166033	2.211196784	0.675484077	1.207887309
0.970331128	2.209849624	0.67658414	1.207529092
0.970496252	2.208471707	0.677681567	1.207171893
0.970661403	2.207062879	0.678776359	1.206815705
0.970826583	2.205622979	0.679868517	1.206460521
0.97099179	2.204151846	0.680958041	1.206106334
0.971157026	2.202649315	0.682044933	1.205753137
0.97132229	2.201115216	0.683129193	1.205400923
0.971487582	2.199549377	0.684210821	1.205049686
0.971652902	2.197951622	0.685289818	1.204699419
0.97181825	2.196321772	0.686366184	1.204350115
0.971983626	2.194659645	0.687439918	1.204001767
0.972149031	2.192965053	0.68851102	1.20365437
0.972314463	2.191237808	0.68957949	1.203307917
0.972479924	2.189477713	0.690645326	1.202962401
0.972645413	2.187684573	0.691708529	1.202617817
0.97281093	2.185858185	0.692769097	1.202274157
0.972976475	2.183998342	0.693827029	1.201931417
0.973142049	2.182104837	0.694882323	1.201589589
